latitude,longitude
41.3305035,-72.9351482
41.3086852,-72.9325642
41.3094447,-72.9394743
41.3094447,-72.9394743
41.316782,-72.92506
41.3060659,-72.93273719999999
41.3110772,-72.9285263
41.310566,-72.9268116
41.301621,-72.93043
41.3085574,-72.92957
41.3086575,-72.9218278
41.3101846,-72.9282637
41.3082321,-72.9379982
41.308878,-72.9303649
41.3101846,-72.9282637
41.310566,-72.9268116
41.3036933,-72.9316207
41.306066,-72.930187
41.309717,-72.9351338
41.3135998,-72.9638815
41.31468,-72.931295
41.3240196,-72.9251539
41.309794,-72.9341045
41.3028097,-72.9319618
41.3115667,-72.9263375
41.3123335,-72.92906119999999
41.3284083,-72.9208823
41.302584,-72.936415
41.302584,-72.936415
41.313363,-72.9306545
41.30825309999999,-72.9279672
41.3102971,-72.9264244
41.304974,-72.931337
41.3019767,-72.93358200000002
41.302042,-72.93439699999999
41.3099456,-72.9327632
41.3245392,-72.9199534
41.3048856,-72.926583
41.3212647,-72.92587139999999
41.3212647,-72.92587139999999
41.3080803,-72.9298931
41.315911,-72.92108
41.3065284,-72.92699759999999
41.311014,-72.93283699999999
41.311014,-72.93283699999999
41.31420900000001,-72.9286516
41.3098803,-72.9297486
41.313363,-72.9306545
41.3108747,-72.92986429999999
41.3091,-72.925449
41.3119297,-72.92787729999999
41.3068281,-72.9289244
41.315911,-72.92108
41.3086852,-72.9325642
41.312738,-72.923402
41.3138031,-72.93246549999999
41.31593489999999,-72.9287174
41.3095845,-72.9273657
41.3065659,-72.930348
41.30788949999999,-72.9308216
41.311193,-72.93593919999999
41.308878,-72.9303649
41.3179814,-72.92147890000001
41.30857899999999,-72.92836299999999
41.316803,-72.9364267
41.300087,-72.9253279
41.308317,-72.932979
41.30948600000001,-72.9252999
41.3083319,-72.92788929999999
41.306735,-72.9468177
41.30825309999999,-72.9279672
41.5416567,-72.9819612
41.3094147,-72.9352202
41.30825309999999,-72.9279672
41.3061295,-72.9303245
41.3024134,-72.93381889999999
41.3153871,-72.9202797
41.3032184,-72.9340036
41.3123335,-72.92906119999999
41.31593489999999,-72.9287174
41.3119297,-72.92787729999999
41.302042,-72.93439699999999
41.3085574,-72.92957
41.3101846,-72.9282637
41.31155589999999,-72.9273103
41.31155589999999,-72.9273103
41.31155589999999,-72.9273103
41.31155589999999,-72.9273103
41.3130625,-72.9249083
41.3076162,-72.9294561
41.3059733,-72.92558079999999
41.3065791,-72.9269648
41.3065233,-72.9268354
41.541611,-72.9812046
41.3100447,-72.93048739999999
41.3101846,-72.9282637
41.32159710000001,-72.9281756
41.3003406,-72.9387125
41.3135455,-72.9291643
41.3079806,-72.93195469999999
41.3097162,-72.9276009
41.2939528,-72.92495699999999
41.3052427,-72.9267591
41.3123573,-72.9572377
41.311656,-72.929639
41.312543,-72.923
41.3086695,-72.92793859999999
41.31112299999999,-72.93497400000001
41.3070639,-72.93153199999999
41.31117740000001,-72.9257669
41.3130823,-72.93229029999999
41.312527,-72.92865189999999
41.3179814,-72.92147890000001
41.3032184,-72.9340036
41.302584,-72.936415
41.5416171,-72.9814609
41.308083,-72.93555599999999
41.3019767,-72.93358200000002
41.3097798,-72.9353442
41.3050522,-72.9302941
41.312543,-72.923
41.3115533,-72.9295973
41.311943,-72.9252779
41.3258195,-72.9227049
41.30707,-72.93123299999999
41.30827360000001,-72.9280124
41.30863,-72.9325851
41.307944,-72.93351299999999
41.3060357,-72.9257513
41.30863,-72.9325851
41.2939528,-72.92495699999999
41.3032184,-72.9340036
41.3095845,-72.9273657
41.3065284,-72.92699759999999
41.3119297,-72.92787729999999
41.3155701,-72.927421
41.3047981,-72.92663999999999
41.5416567,-72.9819612
41.3083319,-72.92788929999999
41.3102772,-72.9335949
41.304496,-72.927504
41.3089253,-72.9292488
41.311656,-72.929639
41.3024818,-72.9327241
41.3083319,-72.92788929999999
41.3154022,-72.91672369999999
41.30827360000001,-72.9280124
41.306537,-72.927751
41.3088161,-72.9216747
41.3102335,-72.9293096
41.3066853,-72.931198
41.3098578,-72.9274966
41.3100817,-72.9285812
41.3032184,-72.9340036
41.310637,-72.9292676
41.3132773,-72.9317251
41.5416291,-72.9819624
41.3100817,-72.9285812
41.3100817,-72.9285812
41.3048446,-72.9365085
41.3163709,-72.9238799
41.5416291,-72.9819624
41.307386,-72.929655
41.5416291,-72.9819624
41.3035382,-72.9342096
41.3103558,-72.9237006
41.3092815,-72.9354278
41.3110772,-72.9285263
41.3179814,-72.92147890000001
41.3133092,-72.9307797
41.3116012,-72.9293259
41.3090334,-72.9294973
41.3116012,-72.9293259
41.3083319,-72.92788929999999
41.31141969999999,-72.9322523
41.3091,-72.925449
41.3011952,-72.9341836
41.3045365,-72.9303066
41.3115667,-72.9263375
41.30827360000001,-72.9280124
41.32498229999999,-72.95693899999999
41.3086852,-72.9325642
41.308878,-72.9303649
41.3059733,-72.92558079999999
41.3097351,-72.9325045
41.308274,-72.9278835
41.309419,-72.927533
41.3076162,-72.9294561
41.3135874,-72.9336145
41.3175568,-72.9258898
41.3166522,-72.9203244
41.324844,-72.92967999999999
41.3132773,-72.9317251
41.3179883,-72.9196549
41.313464,-72.9379699
41.3097351,-72.9325045
41.3099047,-72.9245656
41.3099047,-72.9245656
41.3130625,-72.9249083
41.32194310000001,-72.925853
41.319965,-72.9273539
41.300393,-72.9340859
41.3087107,-72.9317519
41.3075986,-72.92260519999999
41.3075986,-72.92260519999999
41.313464,-72.9379699
41.3103558,-72.9237006
41.3186172,-72.9259355
41.30827360000001,-72.9280124
41.3194489,-72.9260017
41.3102168,-72.93068079999999
41.3159924,-72.9237235
41.541611,-72.9812046
41.3096793,-72.931101
41.312543,-72.923
41.31212499999999,-72.923585
41.3110911,-72.92328959999999
41.3090334,-72.9294973
41.3255709,-72.9277228
41.313363,-72.9306545
41.5416291,-72.9819624
41.3126353,-72.9325344
41.5416567,-72.9819612
41.3072797,-72.9323493
41.3060093,-72.9296141
41.3103558,-72.9237006
41.3156419,-72.923698
41.3098578,-72.9274966
41.312543,-72.923
41.3115533,-72.9295973
41.306094,-72.93063800000002
